# Source: mahavivo/english-wordlists CET4_edited.txt parsed from cached GitHub page.
# Fallbacks: previous generated phonetics plus six manual abbreviations/derived forms.
# Format: word<TAB>phonetic
a	/ə/
intensive	/inˈtensiv/
intention	/inˈten∫ən/
intentional	/inˈten∫ənəl/
interaction	/ˌintərˈæk∫ən/
interest	/ˈintrist/
interesting	/ˈintristiŋ/
interfere	/ˌintəˈfiə/
interference	/ˌintəˈfiərəns/
interior	/inˈtiəriə/
intermediate	/ˌintəˈmiːdjət/
internal	/inˈtəːnl/
international	/ˌintə(ː)ˈnæ∫ənəl/
interpret	/inˈtəːprit/
interpretation	/inˌtəːpriˈtei∫ən/
interpreter	/inˈtəːpritə/
interrupt	/ˌintəˈrʌpt/
interruption	/ˌintəˈrʌp∫ən/
interval	/ˈintəvəl/
interview	/ˈintəvjuː/
intimate	/ˈintimit/
into	/ˈintu/
introduce	/ˌintrəˈdjuːs/
introduction	/ˌintrəˈdʌk∫ən/
invade	/inˈveid/
invasion	/inˈveiʒən/
invent	/inˈvent/
invention	/inˈven∫ən/
inventor	/inˈventə(r)/
invest	/inˈvest/
investigate	/inˈvestigeit/
investigation	/inˌvestiˈgei∫ən/
investment	/inˈvestmənt/
invisible	/inˈvizəbl/
invitation	/ˌinviˈtei∫ən/
invite	/inˈvait/
involve	/inˈvɔlv/
inward	/ˈinwəd/
iron	/ˈaiən/
irregular	/iˈregjulə/
island	/ˈailənd/
isolate	/ˈaisəleit/
issue	/ˈisjuː/
it	/it/
Italian	/iˈtæljən/
item	/ˈaitəm/
its	/its/
itself	/itˈself/
jacket	/ˈdʒækit/
jail	/dʒeil/
jam	/dʒæm/
January	/ˈdʒænjuəri/
Japan	/dʒəˈpæn/
Japanese	/dʒæpəˈniːz/
jar	/dʒɑː/
jaw	/dʒɔː/
jazz	/dʒæz/
jealous	/ˈdʒeləs/
jet	/dʒet/
jewel	/ˈdʒuːəl/
jewish	/ˈdʒu(ː)i∫/
job	/dʒɔb/
join	/dʒɔin/
joint	/dʒɔint/
joke	/dʒəuk/
jolly	/ˈdʒɔli/
journal	/ˈdʒəːnl/
journalist	/ˈdʒəːnəlist/
journey	/ˈdʒəːni/
joy	/dʒɔi/
joyful	/ˈdʒɔiful/
judge	/dʒʌdʒ/
judgement	/ˈdʒʌdʒmənt/
juice	/dʒuːs/
July	/dʒu(ː)ˈlai/
jump	/dʒʌmp/
June	/dʒuːn/
jungle	/ˈdʒʌŋgl/
junior	/ˈdʒuːnjə/
jury	/ˈdʒuəri/
just	/dʒʌst/
justice	/ˈdʒʌstis/
justify	/ˈdʒʌstifai/
keen	/kiːn/
keep	/kiːp/
keeper	/ˈkiːpə/
kettle	/ˈketl/
key	/kiː/
keyboard	/ˈkiːbɔːd/
kick	/kik/
kid	/kid/
kill	/kil/
kilogram	/ˈkiləgræm/
kilometer	/ˈkiləmiːtə/
kind	/kaind/
kindness	/ˈkaindnis/
king	/kiŋ/
kingdom	/ˈkiŋdəm/
kiss	/kis/
kitchen	/ˈkit∫in/
kite	/kait/
knee	/niː/
kneel	/niːl/
knife	/naif/
knit	/nit/
knob	/nɔb/
knock	/nɔk/
knot	/nɔt/
know	/nəu/
knowledge	/ˈnɔlidʒ/
lab	/læb/
label	/ˈleibl/
laboratory	/ˈlæbərətəri/
labour	/ˈleibə(r)/
lace	/leis/
lack	/læk/
ladder	/ˈlædə/
lady	/ˈleidi/
lag	/læg/
lake	/leik/
lamb	/læm/
lame	/leim/
lamp	/læmp/
land	/lænd/
landing	/ˈlændiŋ/
landlady	/ˈlændleidi/
landlord	/ˈlændlɔːd/
lane	/lein/
language	/ˈlæŋgwidʒ/
lantern	/ˈlæntən/
lap	/læp/
large	/lɑːdʒ/
largely	/ˈlɑːdʒli/
laser	/ˈleizə/
last	/lɑːst/
late	/leit/
lately	/ˈleitli/
later	/ˈleitə/
Latin	/ˈlætin/
latter	/ˈlætə/
laugh	/lɑːf/
laughter	/ˈlɑːftə/
launch	/lɔːnt∫/
laundry	/ˈlɔːndri/
lavatory	/ˈlævəˌtəri/
law	/lɔː/
lawn	/lɔːn/
lawyer	/ˈlɔːjə/
lay	/lei/
layer	/ˈleiə/
layout	/ˈleiˌaut/
lazy	/ˈleizi/
lead	/liːd/
leader	/ˈliːdə/
leadership	/ˈliːdə∫ip/
leading	/ˈliːdiŋ/
leaf	/liːf/
league	/liːg/
leak	/liːk/
lean	/liːn/
leap	/liːp/
learn	/ləːn/
learned	/ˈləːnid/
learning	/ˈləːniŋ/
least	/liːst/
leather	/ˈleðə/
leave	/liːv/
lecture	/ˈlekt∫ə/
left	/left/
leg	/leg/
legal	/ˈliːgəl/
legend	/ˈledʒənd/
leisure	/ˈliːʒə/
lemon	/ˈlemən/
lend	/lend/
length	/leŋθ/
lens	/lenz/
less	/les/
lessen	/ˈlesn/
lesson	/ˈlesn/
lest	/lest/
let	/let/
letter	/ˈletə/
level	/ˈlev(ə)l/
lever	/ˈliːvə/
liable	/ˈlaiəbl/
liar	/ˈlaiə/
liberal	/ˈlibərəl/
liberate	/ˈlibəreit/
liberation	/ˌlibəˈrei∫ən/
liberty	/ˈlibəti/
librarian	/laiˈbreəriən/
library	/ˈlaibrəri/
license	/ˈlaisəns/
lick	/lik/
lid	/lid/
lie	/lai/
lieutenant	/ljuːˈtenənt/
life	/laif/
lifetime	/ˈlaiftaim/
lift	/lift/
light	/lait/
lighten	/ˈlaitn/
lightly	/ˈlaitli/
lightning	/ˈlaitniŋ/
like	/laik/
likely	/ˈlaikli/
likewise	/ˈlaikˌwaiz/
limb	/lim/
lime	/laim/
limit	/ˈlimit/
limitation	/ˌlimiˈtei∫ən/
limited	/ˈlimitid/
line	/lain/
linen	/ˈlinin/
liner	/ˈlainə(r)/
link	/liŋk/
lion	/ˈlaiən/
lip	/lip/
liquid	/ˈlikwid/
liquor	/ˈlikə/
list	/list/
listen	/ˈlisn/
listener	/ˈlisnə/
liter	/ˈliːtə/
literary	/ˈlitərəri/
literature	/ˈlitərit∫ə/
little	/ˈlitl/
live	/liv/
lively	/ˈlaivli/
liver	/ˈlivə/
living	/ˈliviŋ/
living-room	/?l?v?? ru?m/
load	/ləud/
loaf	/ləuf/
loan	/ləun/
local	/ˈləukəl/
locate	/ləuˈkeit/
location	/ləuˈkei∫ən/
lock	/lɔk/
locomotive	/ˌləukəˈməutiv/
lodge	/lɔdʒ/
log	/lɔg/
logic	/ˈlɔdʒik/
logical	/ˈlɔdʒikəl/
lonely	/ˈləunli/
long	/lɔŋ/
look	/luk/
loop	/luːp/
loose	/luːs/
loosen	/ˈluːsn/
lord	/lɔːd/
lorry	/ˈlɔri/
lose	/luːz/
loss	/lɔs/
lot	/lɔt/
loud	/laud/
loudspeaker	/ˈlaudˈspiːkə/
love	/lʌv/
lovely	/ˈlʌvli/
lover	/ˈlʌvə/
low	/ləu/
lower	/ˈləuə/
loyal	/ˈlɔiəl/
loyalty	/ˈlɔiəlti/
luck	/lʌk/
lucky	/ˈlʌki/
luggage	/ˈlʌgidʒ/
lumber	/ˈlʌmbə/
lump	/lʌmp/
lunch	/lʌnt∫/
lung	/lʌŋ/
luxury	/ˈlʌk∫əri/
machine	/məˈ∫iːn/
mad	/mæd/
madam	/ˈmædəm/
magazine	/ˌmægəˈziːn/
magic	/ˈmædʒik/
magnet	/ˈmægnit/
magnetic	/mægˈnetik/
magnificent	/mægˈnifisnt/
maid	/meid/
mail	/meil/
main	/mein/
mainly	/ˈmeinli/
mainland	/ˈmeinlənd,-lænd/
maintain	/meinˈtein/
maintenance	/ˈmeintinəns/
major	/ˈmeidʒə/
majority	/məˈdʒɔriti/
make	/meik/
male	/meil/
man	/mæn/
manage	/ˈmænidʒ/
management	/ˈmænidʒmənt/
manager	/ˈmænidʒə/
mankind	/mænˈkaind/
manly	/ˈmænli/
manner	/ˈmænə/
manual	/ˈmænjuəl/
manufacture	/ˌmænjuˈfækt∫ə/
manufacturer	/ˌmænjuˈfækt∫ərə/
many	/ˈmeni/
map	/mæp/
marble	/ˈmɑːbl/
March	/mɑːt∫/
margin	/ˈmɑːdʒin/
marine	/məˈriːn/
mark	/mɑːk/
market	/ˈmɑːkit/
marriage	/ˈmæridʒ/
married	/ˈmærid/
marry	/ˈmæri/
marvelous	/ˈmɑːvəl/
Marxism	/ˈmɑːksiz(ə)m/
Marxist	/ˈmɑːksist/
mask	/mɑːsk/
mass	/mæs/
master	/ˈmɑːstə/
masterpiece	/ˈmɑːstəpiːs/
mat	/mæt/
match	/mæt∫/
mate	/meit/
material	/məˈtiəriəl/
materialism	/məˈtiəriəlizəm/
mathematical	/ˌmæθiˈmætikəl/
mathematics	/ˌmæθiˈmætiks/
maths	/mæθs/
matter	/ˈmætə/
mature	/məˈtjuə/
maximum	/ˈmæksiməm/
May	/mei/
maybe	/ˈmeibi/
mayor	/meə/
me	/miː/
meadow	/ˈmedəu/
meal	/miːl/
mean	/miːn/
meaning	/ˈmiːniŋ/
means	/miːnz/
meantime	/ˈmiːnˈtaim/
meanwhile	/ˈminhwail/
measurable	/ˈmeʒərəbl/
measure	/ˈmeʒə/
measurement	/ˈmeʒəmənt/
meat	/miːt/
mechanic	/miˈkænik/
mechanical	/miˈkænikl/
mechanically	/miˈkænikəli/
mechanics	/miˈkæniks/
medal	/ˈmedl/
medical	/ˈmedikəl/
medicine	/ˈmedisn/
Mediterranean	/meditəˈreiniən/
medium	/ˈmiːdjəm/
meet	/miːt/
meeting	/ˈmiːtiŋ/
melon	/ˈmelən/
melt	/melt/
member	/ˈmembə/
memorial	/miˈmɔːriəl/
memory	/ˈmeməri/
mend	/mend/
mental	/ˈmentl/
mention	/ˈmen∫ən/
menu	/ˈmenjuː/
merchant	/ˈməːt∫ənt/
mercury	/ˈməːkjuri/
mercy	/ˈməːsi/
mere	/miə/
merely	/ˈmiəli/
merit	/ˈmerit/
merry	/ˈmeri/
mess	/mes/
message	/ˈmesidʒ/
messenger	/ˈmesindʒə/
metal	/ˈmetl/
meter	/ˈmiːtə/
method	/ˈmeθəd/
metre	/ˈmiːtə/
metric	/ˈmetrik/
microcomputer	/ˈmaikrəukəmpjuːtə(r)/
microphone	/ˈmaikrəfəun/
microscope	/ˈmaikrəskəup/
midday	/ˈmiddei/
middle	/ˈmidl/
midnight	/ˈmidˌnait/
midst	/ˈmidst/
might	/mait/
mild	/maild/
mile	/mail/
military	/ˈmilitəri/
milk	/milk/
mill	/mil/
millimetre	/ˈmiliˌmiːtə(r)/
million	/ˈmiljən/
mind	/maind/
mine	/main/
miner	/ˈmainə/
mineral	/ˈminərəl/
minimum	/ˈminiməm/
minister	/ˈministə/
ministry	/ˈministri/
minor	/ˈmainə/
minority	/maiˈnɔriti/
minus	/ˈmainəs/
minute	/ˈminit/
miracle	/ˈmirəkl/
mirror	/ˈmirə/
miserable	/ˈmizərəbl/
mislead	/misˈliːd/
miss	/mis/
missile	/ˈmisail/
missing	/ˈmisiŋ/
mission	/ˈmi∫ən/
mist	/mist/
mistake	/misˈteik/
Mister	/ˈmistə/
mistress	/ˈmistris/
misunderstand	/ˈmisʌndəˈstænd/
mix	/miks/
mixture	/ˈmikst∫ə/
moan	/məun/
mobile	/ˈməubail/
mode	/məud/
model	/ˈmɔdl/
moderate	/ˈmɔdərit/
modern	/ˈmɔdən/
modest	/ˈmɔdist/
modify	/ˈmɔdifai/
moist	/mɔist/
moisture	/ˈmɔist∫ə/
molecule	/ˈmɔlikjuːl/
moment	/ˈməumənt/
Monday	/ˈmʌndei/
money	/ˈmʌni/
monitor	/ˈmɔnitə/
monkey	/mʌŋki/
month	/mʌnθ/
monthly	/ˈmʌnθli/
monument	/ˈmɔnjumənt/
mood	/muːd/
moon	/muːn/
moral	/ˈmɔrəl/
more	/mɔː(r)/
moreover	/mɔːˈrəuvə/
morning	/ˈmɔːniŋ/
mortal	/ˈmɔːtl/
mosquito	/məsˈkiːtəu/
most	/məust/
mostly	/ˈməustli/
mother	/ˈmʌðə/
motion	/ˈməu∫ən/
motivate	/ˈməutiveit/
motive	/ˈməutiv/
motor	/ˈməutə/
mould	/məuld/
mount	/maunt/
mountain	/ˈmauntin/
mourn	/mɔːn/
mouse	/maus/
mouth	/mauθ/
mouthful	/ˈmauθˌful/
move	/muːv/
movement	/ˈmuːvmənt/
movie	/ˈmuːvi/
much	/mʌt∫/
mud	/mʌd/
muddy	/ˈmʌdi/
mug	/mʌg/
multiple	/ˈmʌltipl/
multiply	/ˈmʌltipli/
murder	/ˈməːdə/
murderer	/ˈməːdərə(r)/
muscle	/ˈmʌsl/
museum	/mju(ː)ˈziəm/
mushroom	/ˈmʌ∫rum/
music	/ˈmjuːzik/
musical	/ˈmjuːzikəl/
musician	/mjuːˈzi∫ən/
must	/mʌst/
mute	/mjuːt/
mutter	/ˈmʌtə/
mutton	/ˈmʌtn/
mutual	/ˈmjuːtjuəl/
my	/mai/
myself	/maiˈself/
mysterious	/misˈtiəriəs/
mystery	/ˈmistəri/
nail	/neil/
naked	/ˈneikid/
name	/neim/
namely	/ˈneimli/
nap	/næp/
narrow	/ˈnærəu/
nasty	/ˈnæsti/
nation	/ˈnei∫(ə)n/
national	/ˈnæ∫ənəl/
nationality	/ˌnæ∫əˈnæliti/
native	/ˈneitiv/
natural	/ˈnæt∫ərəl/
naturally	/ˈnæt∫ərəli/
nature	/ˈneit∫ə/
naughty	/ˈnɔːti/
naval	/ˈneivəl/
navigation	/ˌnæviˈgei∫ən/
navy	/ˈneivi/
near	/niə/
nearby	/ˈniəbai/
nearly	/ˈniəli/
neat	/niːt/
necessarily	/nesiˈserili/
necessary	/ˈnesəseri/
necessity	/niˈsesiti/
neck	/nek/
necklace	/ˈneklis/
need	/niːd/
needle	/ˈniːdl/
needless	/ˈniːdlis/
negative	/ˈnegətiv/
neglect	/niˈglekt/
Negro	/ˈniːgrəu/
neighbour	/ˈneibə/
neighbourhood	/ˈneibəhud/
neither	/ˈniːðə/
nephew	/ˈnevjuː/
nerve	/nəːv/
nervous	/ˈnəːvəs/
nest	/nest/
net	/net/
network	/ˈnetwəːk/
neutral	/ˈnjuːtrəl/
never	/ˈnevə/
nevertheless	/ˌnevəðəˈles/
new	/njuː/
newly	/ˈnjuːli/
news	/njuːz/
newspaper	/ˈnjuːspeipə/
next	/nekst/
nice	/nais/
niece	/niːs/
night	/nait/
nine	/nain/
nineteen	/ˈnainˈtiːn/
ninety	/ˈnainti/
ninth	/nainθ/
nitrogen	/ˈnaitrədʒən/
no	/nəu/
noble	/ˈnəub(ə)l/
nobody	/ˈnəubədi/
nod	/nɔd/
noise	/nɔiz/
noisy	/ˈnɔizi/
none	/nʌn/
nonsense	/ˈnɔnsəns/
noon	/nuːn/
nor	/nɔː/
normal	/ˈnɔːməl/
normally	/ˈnɔːməli/
north	/nɔːθ/
northeast	/ˈnɔːθˈiːst/
northern	/ˈnɔːðən/
northwest	/ˈnɔːθˈwest/
nose	/nəuz/
not	/nɔt/
note	/nəut/
notebook	/ˈnəutbuk/
nothing	/ˈnʌθiŋ/
notice	/ˈnəutis/
noticeable	/ˈnəutisəbl/
noun	/naun/
novel	/ˈnɔvəl/
November	/nəuˈvembə/
now	/nau/
nowadays	/ˈnauədeiz/
nowhere	/ˈnəuhweə/
nuclear	/ˈnjuːkliə/
nucleus	/ˈnjuːkliəs/
nuisance	/ˈnjuːsns/
number	/ˈnʌmbə/
numerous	/ˈnjuːmərəs/
nurse	/nəːs/
nursery	/ˈnəːsəri/
nut	/nʌt/
nylon	/ˈnailən/
oak	/əuk/
oar	/ɔə/
obey	/əuˈbei/
object	/ˈɔbdʒikt/
objection	/əbˈdʒek∫ən/
objective	/əbˈdʒektiv/
oblige	/əˈblaidʒ/
observation	/ˌəbzəːˈvei∫ən/
observe	/əbˈzəːv/
observer	/əbˈzəːvə/
obstacle	/ˈɔbstəkl/
obtain	/əbˈtein/
obvious	/ˈɔbviəs/
obviously	/ˈɔbviəsli/
occasion	/əˈkeiʒən/
occasional	/əˈkeiʒənəl/
occasionally	/əˈkeiʒənəli/
occupation	/ˌɔkjuˈpei∫ən/
occupy	/ˈɔkjupai/
occur	/əˈkəː/
occurrence	/əˈkʌrəns/
ocean	/ˈəu∫ən/
Oceania	/ˌəu∫iˈeiniə/
oˈclock	/əˈklɔk/
October	/ɔkˈtəubə/
odd	/ɔd/
odour	/ˈəudə/
of	/ɔːf/
off	/ɔːf/
offend	/əˈfend/
offer	/ˈɔfə/
office	/ˈɔfis/
officer	/ˈɔfisə/
official	/əˈfi∫əl/
often	/ˈɔːfn/
oh	/əu/
oil	/ɔil/
okay	/əuˈkei/
old	/əuld/
omit	/əuˈmit/
on	/ɔn/
once	/wʌns/
one	/wʌn/
oneself	/wʌnˈself/
onion	/ˈʌnjən/
only	/ˈəunli/
onto	/ˈɔntu/
open	/ˈəupən/
opening	/ˈəupniŋ/
opera	/ˈɔpərə/
operate	/ˈɔpəreit/
operation	/ˌɔpəˈrei∫ən/
operational	/ˌɔpəˈrei∫ənl/
operator	/ˈɔpəreitə/
opinion	/əˈpinjən/
opponent	/əˈpəunənt/
opportunity	/ˌɔpəˈtjuːniti/
oppose	/əˈpəuz/
opposite	/ˈɔpəzit/
oppress	/əˈpres/
optical	/ˈɔptikəl/
optimistic	/ˌɔptiˈmistik/
option	/ˈɔp∫ən/
optional	/ˈɔp∫ənəl/
or	/ɔː(r)/
oral	/ˈɔːrəl/
orange	/ˈɔrindʒ/
orbit	/ˈɔːbit/
orchestra	/ˈɔːkistrə/
order	/ˈɔːdə(r)/
orderly	/ˈɔːdəli/
ordinary	/ˈɔːdinəri/
ore	/ɔː(r)/
organ	/ˈɔːgən/
organic	/ɔːˈgænik/
organism	/ˈɔːgənizəm/
organization	/ˌɔːgənaiˈzei∫ən/
organize	/ˈɔːgənaiz/
oriental	/ˌɔ(ː)riˈentl/
origin	/ˈɔridʒin/
original	/əˈridʒənəl/
ornament	/ˈɔːnəmənt/
orphan	/ˈɔːfən/
other	/ˈʌðə/
otherwise	/ˈʌðəwaiz/
ought	/ɔːt/
ounce	/auns/
our	/ˈauə/
ours	/ˈauəz/
ourselves	/ˌauəˈselvz/
out	/aut/
outcome	/ˈautkʌm/
outdoor	/ˈautdɔː/
outdoors	/autˈdɔːz/
outer	/ˈautə/
outlet	/ˈautlet/
outline	/ˈautlain/
outlook	/ˈautluk/
output	/ˈautput/
outset	/ˈautset/
outside	/ˈautˈsaid/
outskirt	/ˈautskəːt/
outstanding	/autˈstændiŋ/
outward	/ˈautwəd/
outwards	/ˈautwədz/
oven	/ˈʌvən/
over	/ˈəuvə/
overall	/ˈəuvərɔːl/
overcoat	/ˈəuvəkəut/
overcome	/ˌəuvəˈkʌm/
overhead	/ˈəuvəhed/
overlook	/ˌəuvəˈluk/
overnight	/ˈəuvəˈnait/
overseas	/ˈəuvəˈsiːz/
overtake	/ˈəuvəˈteik/
overtime	/ˈəuvətaim/
owe	/əu/
owl	/aul/
own	/əun/
owner	/ˈəunə/
ownership	/ˈəunə∫ip/
ox	/ɔks/
pace	/peis/
pacific	/pəˈsifik/
pack	/pæk/
package	/ˈpækidʒ/
packet	/ˈpækit/
pad	/pæd/
page	/peidʒ/
pail	/peil/
pain	/pein/
painful	/ˈpeinful/
paint	/peint/
painter	/ˈpeintə/
painting	/ˈpeintiŋ/
pair	/peə/
palace	/ˈpælis/
pale	/peil/
palm	/pɑːm/
pan	/pæn/
panda	/ˈpændə/
pane	/pein/
panel	/ˈpænl/
pant	/pænt/
paper	/ˈpeipə/
parade	/pəˈreid/
paradise	/ˈpærədaiz/
paragraph	/ˈpærəgrɑːf/
parallel	/ˈpærəlel/
parcel	/ˈpɑːsl/
pardon	/ˈpɑːdn/
parent	/ˈpeərənt/
park	/pɑːk/
parliament	/ˈpɑːləmənt/
part	/pɑːt/
partial	/ˈpɑː∫əl/
partially	/ˈpɑː∫əli/
participate	/pɑːˈtisipeit/
particle	/ˈpɑːtikl/
particular	/pəˈtikjulə/
particularly	/pəˈtikjuləli/
partly	/ˈpɑːtli/
partner	/ˈpɑːtnə/
party	/ˈpɑːti/
pass	/pɑːs/
passage	/ˈpæsidʒ/
passenger	/ˈpæsindʒə/
passion	/ˈpæ∫ən/
passive	/ˈpæsiv/
passport	/ˈpɑːspɔːt/
past	/pɑːst/
paste	/peist/
pastime	/ˈpɑːstaim/
pat	/pæt/
patch	/pæt∫/
path	/pɑːθ/
patience	/ˈpei∫əns/
patient	/ˈpei∫ənt/
pattern	/ˈpætən/
pause	/pɔːz/
pave	/peiv/
pavement	/ˈpeivmənt/
paw	/pɔː/
pay	/pei/
payment	/ˈpeimənt/
pea	/piː/
peace	/piːs/
peaceful	/ˈpiːsful/
peach	/piːt∫/
peak	/piːk/
pear	/peə/
pearl	/pəːl/
peasant	/ˈpezənt/
pebble	/ˈpebl/
peculiar	/piˈkjuːljə/
peel	/piːl/
peep	/piːp/
pen	/pen/
pencil	/ˈpensl/
penetrate	/ˈpenitreit/
peninsula	/piˈninsjulə/
penny	/ˈpeni/
pension	/ˈpen∫ən/
people	/ˈpiːpl/
pepper	/ˈpepə/
per	/pəː/
perceive	/pəˈsiːv/
percent	/pəˈsent/
percentage	/pəˈsentidʒ/
perfect	/ˈpəːfikt/
perfectly	/ˈpəːfiktli/
perform	/pəˈfɔːm/
performance	/pəˈfɔːməns/
perfume	/ˈpəːfjuːm/
perhaps	/pəˈhæps/
period	/ˈpiəriəd/
permanent	/ˈpəːmənənt/
permanently	/ˈpəːməntli/
permission	/pə(ː)ˈmi∫ən/
permit	/pə(ː)ˈmit/
persist	/pə(ː)ˈsist/
person	/ˈpəːsn/
personal	/ˈpəːsənl/
personnel	/ˌpəːsəˈnel/
perspective	/pəˈspektiv/
persuade	/pəˈsweid/
pessimistic	/ˌpesiˈmistik/
pet	/pet/
petrol	/ˈpetrəl/
petroleum	/piˈtrəuliəm/
phase	/feiz/
phenomenon	/fiˈnɔminən/
philosopher	/fiˈlɔsəfə/
philosophy	/fiˈlɔsəfi/
phone	/fəun/
photograph	/ˈfəutəgrɑːf;(US)-græf/
photographic	/fəutəˈgræfik/
phrase	/freiz/
physical	/ˈfizikəl/
physician	/fiˈzi∫ən/
physicist	/ˈfizisist/
physics	/ˈfiziks/
piano	/piˈænəu/
pick	/pik/
picnic	/ˈpiknik/
picture	/ˈpikt∫ə/
pie	/pai/
piece	/piːs/
pierce	/piəs/
pig	/pig/
pigeon	/ˈpidʒin/
pile	/pail/
pill	/pil/
pillar	/ˈpilə/
pillow	/ˈpiləu/
pilot	/ˈpailət/
pin	/pin/
pinch	/pint∫/
pine	/pain/
pink	/piŋk/
pint	/paint/
pioneer	/ˌpaiəˈniə/
pipe	/paip/
pipeline	/ˈpaipˌlain/
pistol	/ˈpistl/
pit	/pit/
pitch	/pit∫/
pity	/ˈpiti/
place	/pleis/
plain	/plein/
plan	/plæn/
plane	/plein/
planet	/ˈplænit/
plant	/plɑːnt/
plantation	/plænˈtei∫ən/
plaster	/ˈplɑːstə/
plastic	/plɑːstik/
plate	/pleit/
platform	/ˈplætfɔːm/
play	/plei/
player	/ˈpleiə/
playground	/ˈpleiraund/
pleasant	/ˈplezənt/
please	/pliːz/
pleasure	/ˈpleʒə/
plentiful	/ˈplentiful/
plenty	/ˈplenti/
plot	/plɔt/
plough	/plau/
pluck	/plʌk/
plug	/plʌg/
plunge	/plʌndʒ/
plural	/ˈpluərəl/
plus	/plʌs/
P.M.	/?pi? ??m/
pocket	/ˈpɔkit/
poem	/ˈpəuim/
poet	/ˈpəuit/
poetry	/ˈpəuitri/
point	/pɔint/
poison	/ˈpɔizn/
poisonous	/ˈpɔiznəs/
pole	/pəul/
police	/pəˈliːs/
policeman	/pəˈliːsmən/
policy	/ˈpɔlisi/
polish	/ˈpɔli∫/
polite	/pəˈlait/
political	/pəˈlitikəl/
politician	/pɔliˈti∫ən/
politics	/ˈpɔlitiks/
pollute	/pəˈluːt/
pollution	/pəˈluː∫(ə)n/
pond	/pɔnd/
pool	/puːl/
poor	/puə/
pop	/pɔp/
popular	/ˈpɔpjulə(r)/
population	/ˌpɔpjuˈlei∫ən/
porch	/pɔːt∫/
pork	/pɔːk/
porridge	/ˈpɔridʒ/
port	/pɔːt/
portable	/ˈpɔːtəbl/
porter	/ˈpɔːtə/
portion	/ˈpɔː∫ən/
portrait	/ˈpɔːtrit/
Portuguese	/ˌpɔːtjuˈgiːz/
position	/pəˈzi∫ən/
positive	/ˈpɔzətiv/
possess	/pəˈzes/
possession	/pəˈze∫ən/
possibility	/ˌpɔsiˈbiliti/
possible	/ˈpɔsəbl/
possibly	/ˈpɔsəbli/
post	/pəust/
postage	/ˈpəustidʒ/
postman	/ˈpəustmən/
postpone	/pəustˈpəun/
pot	/pɔt/
potato	/pəˈteitəu/
potential	/pəˈten∫(ə)l/
pound	/paund/
pour	/pɔː(r)/
poverty	/ˈpɔvəti/
powder	/ˈpaudə/
power	/ˈpauə/
powerful	/ˈpauəful/
practical	/ˈpræktikəl/
practically	/ˈpræktikəli/
practice	/ˈpræktis/
practise	/ˈpræktis/
praise	/preiz/
pray	/prei/
prayer	/preə/
precaution	/priˈkɔː∫ən/
preceding	/pri(ː)ˈsiːdiŋ/
precious	/ˈpre∫əs/
precise	/priˈsais/
precision	/priˈsiʒən/
predict	/priˈdikt/
preface	/ˈprefis/
prefer	/priˈfəː/
preferable	/ˈprefərəbl/
preference	/ˈprefərəns/
prejudice	/ˈpredʒudis/
preliminary	/priˈliminəri/
premier	/priːˈmiər/
preparation	/ˌprepəˈrei∫ən/
prepare	/priˈpeə/
preposition	/ˌprepəˈzi∫ən/
prescribe	/prisˈkraib/
presence	/ˈprezns/
present	/priˈzent/
presently	/ˈprezəntli/
preserve	/priˈzəːv/
president	/ˈprezidənt/
press	/pres/
pressure	/ˈpre∫ə(r)/
pretend	/priˈtend/
pretty	/ˈpriti/
prevail	/priˈveil/
prevent	/priˈvent/
previous	/ˈpriːviəs/
previously	/ˈpriːvjuːsli/
price	/prais/
pride	/praid/
priest	/priːst/
primarily	/ˈpraimərili/
primary	/ˈpraiməri/
prime	/praim/
primitive	/ˈprimitiv/
prince	/prins/
princess	/prinˈses/
principal	/ˈprinsip(ə)l/
principle	/ˈprinsəpl/
print	/print/
prior	/ˈpraiə/
prison	/ˈprizn/
prisoner	/ˈpriznə/
private	/ˈpraivit/
privilege	/ˈprivilidʒ/
prize	/praiz/
probability	/ˌprɔbəˈbiliti/
probable	/ˈprɔbəbl/
probably	/ˈprɔbəb(ə)li/
problem	/ˈprɔbləm/
procedure	/prəˈsiːdʒə/
proceed	/prəˈsiːd/
process	/prəˈses/
procession	/prəˈse∫(ə)n/
proclaim	/prəˈkleim/
produce	/prəˈdjuːs/
product	/ˈprɔdəkt/
production	/prəˈdʌk∫ən/
productive	/prəˈdʌktiv/
profession	/prəˈfe∫ən/
professional	/prəˈfe∫ənl/
professor	/prəˈfesə/
profit	/ˈprɔfit/
program	/ˈprəugræm/
progress	/ˈprəugres/
progressive	/prəˈgresiv/
prohibit	/prəˈhibit/
project	/ˈprɔdʒekt/
prominent	/ˈprɔminənt/
promise	/ˈprɔmis/
promising	/ˈprɔmisiŋ/
promote	/prəˈməut/
prompt	/prɔmpt/
pronoun	/ˈprəunaun/
pronounce	/prəˈnauns/
pronunciation	/prəˌnʌnsiˈei∫ən/
proof	/pruːf/
proper	/ˈprɔpə/
properly	/ˈprɔpəli/
property	/ˈprɔpəti/
proportion	/prəˈpɔː∫ən/
proportional	/prəˈpɔː∫ənl/
proposal	/prəˈpəuzəl/
propose	/prəˈpəuz/
prospect	/ˈprɔspekt/
prosperity	/prɔsˈperiti/
prosperous	/ˈprɔspərəs/
protect	/prəˈtekt/
protection	/prəˈtek∫ən/
protective	/prəˈtektiv/
